Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0039381	FBtr0084911	FBpp0084285	CG17370	CG17370-RC	CG17370-PC
FBgn0028717	FBtr0084937	FBpp0084311	CG17367	CG17367-RA	CG17367-PA
FBgn0028717	FBtr0084935	FBpp0084309	CG17367	CG17367-RC	CG17367-PC
FBgn0028717	FBtr0084936	FBpp0084310	CG17367	CG17367-RB	CG17367-PB
FBgn0039385	FBtr0084938	FBpp0084312	CG5913	CG5913-RA	CG5913-PA
FBgn0039386	FBtr0084939	FBpp0084313	CG5948	CG5948-RA	CG5948-PA
FBgn0039387	FBtr0084940	FBpp0084314	CG5959	CG5959-RA	CG5959-PA
FBgn0051091	FBtr0084941	FBpp0084315	CG31091	CG31091-RA	CG31091-PA
FBgn0051089	FBtr0084942	FBpp0084316	CG31089	CG31089-RA	CG31089-PA
FBgn0051090	FBtr0084943	FBpp0084317	CG31090	CG31090-RA	CG31090-PA
FBgn0039390	FBtr0084944	FBpp0084318	CG8932	CG8932-RA	CG8932-PA
FBgn0039391	FBtr0084945	FBpp0084319	CG8934	CG8934-RA	CG8934-PA
FBgn0039393	FBtr0084946	FBpp0084320	CG8957	CG8957-RA	CG8957-PA
FBgn0039394	FBtr0084947	FBpp0084321	CG8966	CG8966-RA	CG8966-PA
FBgn0039395	FBtr0084984	FBpp0084357	CG14546	CG14546-RA	CG14546-PA
FBgn0039396	FBtr0084983	FBpp0099711	CG33344	CG33344-RA	CG33344-PA
FBgn0054024	FBtr0100079	FBpp0099435	CG34024	CG34024-RA	CG34024-PA
FBgn0039398	FBtr0084948	FBpp0084322	CG14540	CG14540-RA	CG14540-PA
FBgn0000206	FBtr0084949	FBpp0084323	CG8285	CG8285-RA	CG8285-PA
FBgn0039399	FBtr0084950	FBpp0084324	CG14541	CG14541-RA	CG14541-PA
FBgn0039400	FBtr0084951	FBpp0084325	CG8968	CG8968-RA	CG8968-PA
FBgn0015269	FBtr0100113	FBpp0100151	CG8318	CG8318-RD	CG8318-PD
FBgn0015269	FBtr0084953	FBpp0084327	CG8318	CG8318-RC	CG8318-PC
FBgn0015269	FBtr0084952	FBpp0084326	CG8318	CG8318-RB	CG8318-PB
FBgn0002734	FBtr0084954	FBpp0084328	CG8328	CG8328-RA	CG8328-PA
FBgn0002735	FBtr0084955	FBpp0084329	CG8333	CG8333-RA	CG8333-PA
FBgn0002733	FBtr0084982	FBpp0084355	CG14548	CG14548-RA	CG14548-PA
FBgn0002732	FBtr0084956	FBpp0084330	CG8337	CG8337-RA	CG8337-PA
FBgn0002578	FBtr0084957	FBpp0084331	CG8342	CG8342-RA	CG8342-PA
FBgn0002592	FBtr0084981	FBpp0084354	CG6104	CG6104-RA	CG6104-PA
FBgn0002609	FBtr0084958	FBpp0084332	CG8346	CG8346-RA	CG8346-PA
FBgn0002629	FBtr0084980	FBpp0084353	CG6099	CG6099-RA	CG6099-PA
FBgn0002631	FBtr0084979	FBpp0084352	CG6096	CG6096-RA	CG6096-PA
FBgn0002632	FBtr0084959	FBpp0084333	CG8354	CG8354-RA	CG8354-PA
FBgn0002633	FBtr0084960	FBpp0084334	CG8361	CG8361-RA	CG8361-PA
FBgn0000591	FBtr0084961	FBpp0084335	CG8365	CG8365-RA	CG8365-PA
FBgn0001139	FBtr0084965	FBpp0084339	CG8384	CG8384-RC	CG8384-PC
FBgn0001139	FBtr0084962	FBpp0084336	CG8384	CG8384-RB	CG8384-PB
FBgn0001139	FBtr0084964	FBpp0084338	CG8384	CG8384-RD	CG8384-PD
FBgn0001139	FBtr0084966	FBpp0089115	CG8384	CG8384-RE	CG8384-PE
FBgn0001139	FBtr0084963	FBpp0084337	CG8384	CG8384-RA	CG8384-PA
FBgn0086476	FBtr0084978	FBpp0084351	CG6095	CG6095-RB	CG6095-PB
FBgn0086476	FBtr0084977	FBpp0084350	CG6095	CG6095-RA	CG6095-PA
FBgn0039402	FBtr0084967	FBpp0084340	CG14542	CG14542-RA	CG14542-PA
FBgn0028833	FBtr0084976	FBpp0084349	CG6092	CG6092-RA	CG6092-PA
FBgn0039403	FBtr0084975	FBpp0084348	CG14549	CG14549-RA	CG14549-PA
FBgn0039404	FBtr0084968	FBpp0084341	CG14543	CG14543-RA	CG14543-PA
FBgn0039405	FBtr0084974	FBpp0084347	CG14550	CG14550-RA	CG14550-PA
FBgn0039406	FBtr0084973	FBpp0084346	CG6090	CG6090-RB	CG6090-PB
FBgn0039406	FBtr0084972	FBpp0084345	CG6090	CG6090-RA	CG6090-PA
FBgn0039407	FBtr0084969	FBpp0084342	CG14544	CG14544-RA	CG14544-PA
FBgn0039408	FBtr0084971	FBpp0084344	CG14551	CG14551-RA	CG14551-PA
FBgn0039411	FBtr0113293	FBpp0112205	CG32474	CG32474-RB	CG32474-PB
FBgn0039411	FBtr0084970	FBpp0084343	CG32474	CG32474-RA	CG32474-PA
FBgn0039411	FBtr0113294	FBpp0112206	CG32474	CG32474-RC	CG32474-PC
FBgn0051324	FBtr0084985	FBpp0084358	CG31324	CG31324-RA	CG31324-PA
FBgn0039413	FBtr0084986	FBpp0084359	CG14556	CG14556-RA	CG14556-PA
FBgn0039415	FBtr0084987	FBpp0084360	CG6142	CG6142-RA	CG6142-PA
FBgn0051323	FBtr0084988	FBpp0084361	CG31323	CG31323-RA	CG31323-PA
FBgn0051086	FBtr0084989	FBpp0084362	CG31086	CG31086-RA	CG31086-PA
FBgn0039417	FBtr0085003	FBpp0084375	CG6073	CG6073-RA	CG6073-PA
FBgn0083966	FBtr0110871	FBpp0110171	CG34130	CG34130-RA	CG34130-PA
FBgn0083965	FBtr0110870	FBpp0110170	CG34129	CG34129-RA	CG34129-PA
FBgn0039419	FBtr0084990	FBpp0084363	CG12290	CG12290-RA	CG12290-PA
FBgn0000064	FBtr0084995	FBpp0084368	CG6058	CG6058-RC	CG6058-PC
FBgn0000064	FBtr0084994	FBpp0084367	CG6058	CG6058-RB	CG6058-PB
FBgn0000064	FBtr0114544	FBpp0113036	CG6058	CG6058-RI	CG6058-PI
FBgn0000064	FBtr0085001	FBpp0089214	CG6058	CG6058-RH	CG6058-PH
FBgn0000064	FBtr0084999	FBpp0084372	CG6058	CG6058-RD	CG6058-PD
FBgn0000064	FBtr0085000	FBpp0084373	CG6058	CG6058-RE	CG6058-PE
FBgn0039420	FBtr0084992	FBpp0084365	CG6154	CG6154-RB	CG6154-PB
FBgn0039420	FBtr0084991	FBpp0084364	CG6154	CG6154-RA	CG6154-PA
FBgn0053970	FBtr0100013	FBpp0099385	CG33970	CG33970-RB	CG33970-PB
FBgn0053970	FBtr0100012	FBpp0099384	CG33970	CG33970-RA	CG33970-PA
FBgn0039421	FBtr0085027	FBpp0084399	CG6036	CG6036-RA	CG6036-PA
FBgn0039424	FBtr0113295	FBpp0112207	CG14239	CG14239-RB	CG14239-PB
FBgn0039425	FBtr0085006	FBpp0084378	CG5432	CG5432-RA	CG5432-PA
FBgn0040606	FBtr0085025	FBpp0084397	CG6503	CG6503-RA	CG6503-PA
FBgn0085320	FBtr0112487	FBpp0111400	CG34291	CG34291-RA	CG34291-PA
FBgn0051084	FBtr0085007	FBpp0084379	CG31084	CG31084-RA	CG31084-PA
FBgn0008649	FBtr0085009	FBpp0084381	CG5441	CG5441-RA	CG5441-PA
FBgn0042711	FBtr0085010	FBpp0084382	CG33102	CG33102-RA	CG33102-PA
FBgn0042710	FBtr0085011	FBpp0084383	CG32849	CG32849-RA	CG32849-PA
FBgn0039427	FBtr0085012	FBpp0084384	CG5447	CG5447-RA	CG5447-PA
FBgn0023178	FBtr0085024	FBpp0084396	CG6496	CG6496-RA	CG6496-PA
FBgn0039428	FBtr0085013	FBpp0084385	CG14237	CG14237-RA	CG14237-PA
FBgn0039429	FBtr0085014	FBpp0084386	CG14238	CG14238-RA	CG14238-PA
FBgn0039430	FBtr0085016	FBpp0084388	CG5455	CG5455-RB	CG5455-PB
FBgn0039430	FBtr0085017	FBpp0084389	CG5455	CG5455-RC	CG5455-PC
FBgn0039430	FBtr0085015	FBpp0084387	CG5455	CG5455-RA	CG5455-PA
FBgn0039431	FBtr0085023	FBpp0084395	CG6490	CG6490-RA	CG6490-PA
FBgn0026178	FBtr0100180	FBpp0099536	CG5462	CG5462-RH	CG5462-PH
FBgn0026178	FBtr0085021	FBpp0084393	CG5462	CG5462-RD	CG5462-PD
FBgn0026178	FBtr0085018	FBpp0084390	CG5462	CG5462-RA	CG5462-PA
FBgn0026178	FBtr0111033	FBpp0110332	CG5462	CG5462-RG	CG5462-PG
FBgn0026178	FBtr0085020	FBpp0084392	CG5462	CG5462-RC	CG5462-PC
FBgn0026178	FBtr0100181	FBpp0099537	CG5462	CG5462-RI	CG5462-PI
FBgn0026178	FBtr0085019	FBpp0084391	CG5462	CG5462-RB	CG5462-PB
FBgn0051082	FBtr0085022	FBpp0084394	CG31082	CG31082-RA	CG31082-PA
FBgn0039433	FBtr0085028	FBpp0084400	CG5467	CG5467-RA	CG5467-PA
FBgn0039434	FBtr0085029	FBpp0084401	CG5468	CG5468-RA	CG5468-PA
FBgn0039435	FBtr0085058	FBpp0084430	CG14240	CG14240-RA	CG14240-PA
FBgn0039436	FBtr0085057	FBpp0084429	CG6478	CG6478-RA	CG6478-PA
FBgn0039437	FBtr0085055	FBpp0084427	CG6447	CG6447-RB	CG6447-PB
FBgn0039437	FBtr0085056	FBpp0084428	CG6447	CG6447-RA	CG6447-PA
FBgn0039438	FBtr0085054	FBpp0084426	CG6452	CG6452-RA	CG6452-PA
FBgn0039439	FBtr0085053	FBpp0084425	CG6460	CG6460-RA	CG6460-PA
FBgn0039440	FBtr0114538	FBpp0113030	CG5471	CG5471-RB	CG5471-PB
FBgn0039441	FBtr0085031	FBpp0084403	CG5476	CG5476-RA	CG5476-PA
FBgn0051080	FBtr0085032	FBpp0084404	CG31080	CG31080-RA	CG31080-PA
FBgn0051081	FBtr0085033	FBpp0084405	CG31081	CG31081-RA	CG31081-PA
FBgn0039443	FBtr0085034	FBpp0084406	CG14242	CG14242-RA	CG14242-PA
FBgn0039444	FBtr0085035	FBpp0084407	CG14243	CG14243-RA	CG14243-PA
FBgn0039445	FBtr0085052	FBpp0084424	CG14248	CG14248-RA	CG14248-PA
FBgn0039446	FBtr0085036	FBpp0084408	CG5480	CG5480-RA	CG5480-PA
FBgn0039447	FBtr0085050	FBpp0084422	CG14249	CG14249-RB	CG14249-PB
FBgn0039447	FBtr0085051	FBpp0084423	CG14249	CG14249-RA	CG14249-PA
FBgn0039448	FBtr0085049	FBpp0084421	CG14250	CG14250-RA	CG14250-PA
FBgn0023179	FBtr0085048	FBpp0084420	CG6438	CG6438-RA	CG6438-PA
FBgn0039449	FBtr0085047	FBpp0084419	CG6425	CG6425-RA	CG6425-PA
FBgn0039450	FBtr0085037	FBpp0084409	CG5484	CG5484-RA	CG5484-PA
FBgn0039450	FBtr0085039	FBpp0084411	CG5484	CG5484-RC	CG5484-PC
FBgn0039450	FBtr0085038	FBpp0084410	CG5484	CG5484-RB	CG5484-PB
FBgn0039451	FBtr0085046	FBpp0084418	CG6420	CG6420-RA	CG6420-PA
FBgn0040607	FBtr0085040	FBpp0084412	CG14244	CG14244-RA	CG14244-PA
FBgn0039452	FBtr0100553	FBpp0100004	CG14245	CG14245-RA	CG14245-PA
FBgn0040608	FBtr0100441	FBpp0099860	CG14246	CG14246-RA	CG14246-PA
FBgn0051079	FBtr0085045	FBpp0084417	CG31079	CG31079-RA	CG31079-PA
FBgn0039453	FBtr0085044	FBpp0084416	CG6403	CG6403-RA	CG6403-PA
FBgn0039454	FBtr0085043	FBpp0084415	CG14247	CG14247-RA	CG14247-PA
FBgn0003717	FBtr0085060	FBpp0084432	CG5490	CG5490-RA	CG5490-PA
FBgn0003717	FBtr0085059	FBpp0084431	CG5490	CG5490-RB	CG5490-PB
FBgn0051072	FBtr0085097	FBpp0084467	CG31072	CG31072-RB	CG31072-PB
FBgn0051072	FBtr0085099	FBpp0099603	CG31072	CG31072-RA	CG31072-PA
FBgn0051072	FBtr0114572	FBpp0113064	CG31072	CG31072-RC	CG31072-PC
FBgn0039459	FBtr0085061	FBpp0084433	CG5491	CG5491-RA	CG5491-PA
FBgn0027889	FBtr0085095	FBpp0084465	CG6386	CG6386-RA	CG6386-PA
FBgn0027889	FBtr0085096	FBpp0084466	CG6386	CG6386-RB	CG6386-PB
FBgn0001197	FBtr0085062	FBpp0084434	CG5499	CG5499-RA	CG5499-PA
FBgn0026562	FBtr0085094	FBpp0084464	CG6378	CG6378-RA	CG6378-PA
FBgn0004903	FBtr0100338	FBpp0099743	CG6354	CG6354-RG	CG6354-PG
FBgn0004903	FBtr0100337	FBpp0099742	CG6354	CG6354-RF	CG6354-PF
FBgn0004903	FBtr0100335	FBpp0099740	CG6354	CG6354-RD	CG6354-PD
FBgn0004903	FBtr0100340	FBpp0099745	CG6354	CG6354-RI	CG6354-PI
FBgn0004903	FBtr0100339	FBpp0099744	CG6354	CG6354-RH	CG6354-PH
FBgn0004903	FBtr0085093	FBpp0084463	CG6354	CG6354-RB	CG6354-PB
FBgn0004903	FBtr0100336	FBpp0099741	CG6354	CG6354-RE	CG6354-PE
FBgn0004903	FBtr0100334	FBpp0099739	CG6354	CG6354-RC	CG6354-PC
FBgn0004903	FBtr0085092	FBpp0084462	CG6354	CG6354-RA	CG6354-PA
FBgn0002838	FBtr0085063	FBpp0084435	CG14251	CG14251-RA	CG14251-PA
FBgn0039461	FBtr0085064	FBpp0084436	CG5500	CG5500-RA	CG5500-PA
FBgn0003267	FBtr0085090	FBpp0084460	CG6348	CG6348-RA	CG6348-PA
FBgn0003267	FBtr0085091	FBpp0084461	CG6348	CG6348-RB	CG6348-PB
FBgn0004359	FBtr0085065	FBpp0084437	CG5507	CG5507-RA	CG5507-PA
FBgn0004510	FBtr0085088	FBpp0084458	CG6338	CG6338-RA	CG6338-PA
FBgn0015541	FBtr0112882	FBpp0111795	CG5518	CG5518-RB	CG5518-PB
FBgn0015541	FBtr0085066	FBpp0084438	CG5518	CG5518-RA	CG5518-PA
FBgn0039462	FBtr0085067	FBpp0084439	CG14252	CG14252-RA	CG14252-PA
FBgn0039463	FBtr0085068	FBpp0084440	CG18472	CG18472-RA	CG18472-PA
FBgn0039464	FBtr0085084	FBpp0084456	CG6330	CG6330-RB	CG6330-PB
FBgn0039464	FBtr0085085	FBpp0084457	CG6330	CG6330-RA	CG6330-PA
FBgn0039465	FBtr0085082	FBpp0084454	CG6323	CG6323-RA	CG6323-PA
FBgn0039465	FBtr0085083	FBpp0084455	CG6323	CG6323-RB	CG6323-PB
FBgn0041224	FBtr0085081	FBpp0084453	CG33083	CG33083-RA	CG33083-PA
FBgn0039466	FBtr0085069	FBpp0084441	CG5521	CG5521-RA	CG5521-PA
FBgn0039467	FBtr0085073	FBpp0084445	CG14253	CG14253-RD	CG14253-PD
FBgn0039467	FBtr0085072	FBpp0084444	CG14253	CG14253-RE	CG14253-PE
FBgn0039467	FBtr0085070	FBpp0084442	CG14253	CG14253-RB	CG14253-PB
FBgn0039467	FBtr0085071	FBpp0084443	CG14253	CG14253-RC	CG14253-PC
FBgn0039467	FBtr0085074	FBpp0084446	CG14253	CG14253-RA	CG14253-PA
FBgn0051075	FBtr0085080	FBpp0084452	CG31075	CG31075-RA	CG31075-PA
FBgn0051076	FBtr0085079	FBpp0084451	CG31076	CG31076-RA	CG31076-PA
FBgn0039469	FBtr0085075	FBpp0084447	CG14254	CG14254-RA	CG14254-PA
FBgn0051077	FBtr0085076	FBpp0084448	CG31077	CG31077-RA	CG31077-PA
FBgn0039470	FBtr0085078	FBpp0084450	CG6296	CG6296-RA	CG6296-PA
FBgn0039471	FBtr0085077	FBpp0084449	CG6295	CG6295-RA	CG6295-PA
FBgn0039472	FBtr0085153	FBpp0084523	CG17192	CG17192-RA	CG17192-PA
FBgn0039473	FBtr0085152	FBpp0084522	CG17191	CG17191-RA	CG17191-PA
FBgn0039474	FBtr0085151	FBpp0084521	CG6283	CG6283-RA	CG6283-PA
FBgn0039475	FBtr0085150	FBpp0084520	CG6277	CG6277-RA	CG6277-PA
FBgn0039476	FBtr0085149	FBpp0084519	CG6271	CG6271-RA	CG6271-PA
FBgn0004842	FBtr0085100	FBpp0084470	CG5811	CG5811-RA	CG5811-PA
FBgn0029170	FBtr0085101	FBpp0084471	CG5812	CG5812-RA	CG5812-PA
FBgn0039478	FBtr0085148	FBpp0084518	CG6265	CG6265-RB	CG6265-PB
FBgn0039478	FBtr0113296	FBpp0112208	CG6265	CG6265-RC	CG6265-PC
FBgn0039478	FBtr0085147	FBpp0084517	CG6265	CG6265-RA	CG6265-PA
FBgn0085321	FBtr0112488	FBpp0111401	CG34292	CG34292-RA	CG34292-PA
FBgn0003495	FBtr0085141	FBpp0084511	CG6134	CG6134-RE	CG6134-PE
FBgn0003495	FBtr0114372	FBpp0112921	CG6134	CG6134-RL	CG6134-PL
FBgn0003495	FBtr0085144	FBpp0084514	CG6134	CG6134-RH	CG6134-PH
FBgn0003495	FBtr0085142	FBpp0084512	CG6134	CG6134-RF	CG6134-PF
FBgn0003495	FBtr0085137	FBpp0084507	CG6134	CG6134-RA	CG6134-PA
FBgn0003495	FBtr0085138	FBpp0084508	CG6134	CG6134-RB	CG6134-PB
FBgn0003495	FBtr0085145	FBpp0084515	CG6134	CG6134-RI	CG6134-PI
FBgn0003495	FBtr0085146	FBpp0084516	CG6134	CG6134-RJ	CG6134-PJ
FBgn0003495	FBtr0085140	FBpp0084510	CG6134	CG6134-RD	CG6134-PD
FBgn0003495	FBtr0085143	FBpp0084513	CG6134	CG6134-RG	CG6134-PG
FBgn0003495	FBtr0112834	FBpp0111747	CG6134	CG6134-RK	CG6134-PK
FBgn0003495	FBtr0085139	FBpp0084509	CG6134	CG6134-RC	CG6134-PC
FBgn0039479	FBtr0085102	FBpp0084472	CG14257	CG14257-RA	CG14257-PA
FBgn0039480	FBtr0085136	FBpp0084506	CG6131	CG6131-RA	CG6131-PA
FBgn0039481	FBtr0085135	FBpp0084505	CG15884	CG15884-RA	CG15884-PA
FBgn0039482	FBtr0085103	FBpp0084473	CG14258	CG14258-RA	CG14258-PA
FBgn0039483	FBtr0085104	FBpp0084474	CG14259	CG14259-RA	CG14259-PA
FBgn0039484	FBtr0085134	FBpp0084504	CG6124	CG6124-RA	CG6124-PA
FBgn0039485	FBtr0085105	FBpp0084475	CG17189	CG17189-RA	CG17189-PA
FBgn0039486	FBtr0085133	FBpp0084503	CG6074	CG6074-RA	CG6074-PA
FBgn0039487	FBtr0085132	FBpp0084502	CG6070	CG6070-RA	CG6070-PA
FBgn0027574	FBtr0085106	FBpp0084476	CG5815	CG5815-RA	CG5815-PA
FBgn0027574	FBtr0085107	FBpp0084477	CG5815	CG5815-RB	CG5815-PB
FBgn0039488	FBtr0085131	FBpp0084501	CG6066	CG6066-RA	CG6066-PA
FBgn0039489	FBtr0085108	FBpp0084478	CG5880	CG5880-RA	CG5880-PA
FBgn0039490	FBtr0085109	FBpp0084479	CG5882	CG5882-RA	CG5882-PA
FBgn0039491	FBtr0085130	FBpp0084500	CG6059	CG6059-RA	CG6059-PA
FBgn0039492	FBtr0113297	FBpp0112209	CG6051	CG6051-RB	CG6051-PB
FBgn0029155	FBtr0085110	FBpp0084480	CG5889	CG5889-RA	CG5889-PA
FBgn0039494	FBtr0085111	FBpp0084481	CG5896	CG5896-RA	CG5896-PA
FBgn0039494	FBtr0085112	FBpp0084482	CG5896	CG5896-RB	CG5896-PB
FBgn0039495	FBtr0085114	FBpp0084484	CG5909	CG5909-RA	CG5909-PA
FBgn0051065	FBtr0113383	FBpp0112295	CG31065	CG31065-RB	CG31065-PB
FBgn0085322	FBtr0112489	FBpp0111402	CG34293	CG34293-RA	CG34293-PA
FBgn0003482	FBtr0085116	FBpp0084486	CG31069	CG31069-RA	CG31069-PA
FBgn0004197	FBtr0085128	FBpp0084498	CG6127	CG6127-RA	CG6127-PA
FBgn0054006	FBtr0100061	FBpp0099417	CG34006	CG34006-RA	CG34006-PA
FBgn0051063	FBtr0085127	FBpp0084497	CG31063	CG31063-RA	CG31063-PA
FBgn0051064	FBtr0085125	FBpp0084495	CG31064	CG31064-RB	CG31064-PB
FBgn0051064	FBtr0085126	FBpp0084496	CG31064	CG31064-RE	CG31064-PE
FBgn0051064	FBtr0085124	FBpp0084494	CG31064	CG31064-RA	CG31064-PA
FBgn0051068	FBtr0085118	FBpp0084488	CG31068	CG31068-RA	CG31068-PA
FBgn0005696	FBtr0114543	FBpp0113035	CG5923	CG5923-RC	CG5923-PC
FBgn0039498	FBtr0085121	FBpp0084491	CG17991	CG17991-RA	CG17991-PA
FBgn0042111	FBtr0085122	FBpp0084492	CG18766	CG18766-RB	CG18766-PB
FBgn0042111	FBtr0085123	FBpp0084493	CG18766	CG18766-RA	CG18766-PA
FBgn0039500	FBtr0085181	FBpp0084551	CG5984	CG5984-RA	CG5984-PA
FBgn0039501	FBtr0085180	FBpp0084550	CG5987	CG5987-RA	CG5987-PA
FBgn0011289	FBtr0085155	FBpp0084525	CG5930	CG5930-RA	CG5930-PA
FBgn0011289	FBtr0085156	FBpp0084526	CG5930	CG5930-RB	CG5930-PB
FBgn0011289	FBtr0085154	FBpp0084524	CG5930	CG5930-RC	CG5930-PC
FBgn0010441	FBtr0085179	FBpp0084549	CG5974	CG5974-RA	CG5974-PA
FBgn0010328	FBtr0112857	FBpp0111770	CG5965	CG5965-RB	CG5965-PB
FBgn0010328	FBtr0085178	FBpp0084548	CG5965	CG5965-RA	CG5965-PA
FBgn0039503	FBtr0085177	FBpp0084547	CG14262	CG14262-RA	CG14262-PA
FBgn0039504	FBtr0085157	FBpp0084527	CG14260	CG14260-RA	CG14260-PA
FBgn0002441	FBtr0085175	FBpp0084545	CG5954	CG5954-RB	CG5954-PB
FBgn0002441	FBtr0085176	FBpp0084546	CG5954	CG5954-RA	CG5954-PA
FBgn0039505	FBtr0085158	FBpp0084528	CG5934	CG5934-RA	CG5934-PA
FBgn0046247	FBtr0085161	FBpp0084531	CG5938	CG5938-RA	CG5938-PA
FBgn0046247	FBtr0113355	FBpp0112267	CG5938	CG5938-RE	CG5938-PE
FBgn0046247	FBtr0085162	FBpp0084532	CG5938	CG5938-RC	CG5938-PC
FBgn0046247	FBtr0085159	FBpp0084529	CG5938	CG5938-RB	CG5938-PB
FBgn0046247	FBtr0085160	FBpp0084530	CG5938	CG5938-RD	CG5938-PD
FBgn0039507	FBtr0085174	FBpp0084544	CG3361	CG3361-RA	CG3361-PA
FBgn0039508	FBtr0085163	FBpp0084533	CG3368	CG3368-RA	CG3368-PA
FBgn0039509	FBtr0085173	FBpp0084543	CG3350	CG3350-RA	CG3350-PA
FBgn0015737	FBtr0085164	FBpp0084534	CG3373	CG3373-RA	CG3373-PA
FBgn0040609	FBtr0085172	FBpp0084542	CG3348	CG3348-RA	CG3348-PA
FBgn0039510	FBtr0110855	FBpp0110152	CG3339	CG3339-RB	CG3339-PB
FBgn0039510	FBtr0085171	FBpp0084541	CG3339	CG3339-RA	CG3339-PA
FBgn0039511	FBtr0085170	FBpp0084540	CG3330	CG3330-RA	CG3330-PA
FBgn0039512	FBtr0085165	FBpp0084535	CG14264	CG14264-RA	CG14264-PA
FBgn0039513	FBtr0085166	FBpp0084536	CG6599	CG6599-RA	CG6599-PA
FBgn0039514	FBtr0085167	FBpp0084537	CG13980	CG13980-RA	CG13980-PA
FBgn0016061	FBtr0085168	FBpp0084538	CG31062	CG31062-RA	CG31062-PA
FBgn0039518	FBtr0085182	FBpp0084552	CG13978	CG13978-RA	CG13978-PA
FBgn0039519	FBtr0085183	FBpp0084553	CG13977	CG13977-RA	CG13977-PA
FBgn0039520	FBtr0085184	FBpp0084554	CG13976	CG13976-RA	CG13976-PA
FBgn0039521	FBtr0085213	FBpp0084583	CG5402	CG5402-RA	CG5402-PA
FBgn0039522	FBtr0085212	FBpp0084582	CG13972	CG13972-RA	CG13972-PA
FBgn0039523	FBtr0085185	FBpp0084555	CG12885	CG12885-RA	CG12885-PA
FBgn0046887	FBtr0085186	FBpp0084556	CG31059	CG31059-RA	CG31059-PA
FBgn0046886	FBtr0085187	FBpp0084557	CG31060	CG31060-RA	CG31060-PA
FBgn0046885	FBtr0085188	FBpp0084558	CG31061	CG31061-RA	CG31061-PA
FBgn0004387	FBtr0085211	FBpp0084581	CG5658	CG5658-RA	CG5658-PA
FBgn0039525	FBtr0085210	FBpp0084580	CG5646	CG5646-RA	CG5646-PA
FBgn0027492	FBtr0085204	FBpp0084574	CG5643	CG5643-RD	CG5643-PD
FBgn0027492	FBtr0085208	FBpp0084578	CG5643	CG5643-RC	CG5643-PC
FBgn0027492	FBtr0085203	FBpp0084573	CG5643	CG5643-RB	CG5643-PB
FBgn0027492	FBtr0085209	FBpp0084579	CG5643	CG5643-RE	CG5643-PE
FBgn0027492	FBtr0085205	FBpp0084575	CG5643	CG5643-RF	CG5643-PF
FBgn0027492	FBtr0085207	FBpp0084577	CG5643	CG5643-RA	CG5643-PA
FBgn0027492	FBtr0085206	FBpp0084576	CG5643	CG5643-RG	CG5643-PG
FBgn0040080	FBtr0085189	FBpp0084559	CG5692	CG5692-RA	CG5692-PA
FBgn0039527	FBtr0085202	FBpp0084572	CG5639	CG5639-RA	CG5639-PA
FBgn0039528	FBtr0085201	FBpp0084571	CG5634	CG5634-RA	CG5634-PA
FBgn0039529	FBtr0085200	FBpp0084570	CG5612	CG5612-RA	CG5612-PA
FBgn0039530	FBtr0085190	FBpp0084560	CG5586	CG5586-RB	CG5586-PB
FBgn0039531	FBtr0085199	FBpp0084569	CG5611	CG5611-RA	CG5611-PA
FBgn0039532	FBtr0085191	FBpp0084561	CG5588	CG5588-RC	CG5588-PC
FBgn0039532	FBtr0085192	FBpp0084562	CG5588	CG5588-RB	CG5588-PB
FBgn0039532	FBtr0085193	FBpp0084563	CG5588	CG5588-RA	CG5588-PA
FBgn0085323	FBtr0112490	FBpp0111403	CG34294	CG34294-RA	CG34294-PA
FBgn0051057	FBtr0085197	FBpp0084567	CG31057	CG31057-RA	CG31057-PA
FBgn0051058	FBtr0085198	FBpp0084568	CG31058	CG31058-RA	CG31058-PA
FBgn0027494	FBtr0085194	FBpp0084564	CG12275	CG12275-RA	CG12275-PA
FBgn0002772	FBtr0085196	FBpp0084566	CG5596	CG5596-RB	CG5596-PB
FBgn0002772	FBtr0085195	FBpp0084565	CG5596	CG5596-RA	CG5596-PA
FBgn0039536	FBtr0085214	FBpp0084584	CG18437	CG18437-RA	CG18437-PA
FBgn0039537	FBtr0085215	FBpp0084585	CG5590	CG5590-RA	CG5590-PA
FBgn0039538	FBtr0085216	FBpp0084586	CG12883	CG12883-RA	CG12883-PA
FBgn0003330	FBtr0085245	FBpp0084614	CG5595	CG5595-RA	CG5595-PA
FBgn0051055	FBtr0085244	FBpp0084613	CG31055	CG31055-RB	CG31055-PB
FBgn0051055	FBtr0085243	FBpp0084612	CG31055	CG31055-RC	CG31055-PC
FBgn0051055	FBtr0085242	FBpp0084611	CG31055	CG31055-RA	CG31055-PA
FBgn0046258	FBtr0085217	FBpp0084587	CG12880	CG12880-RA	CG12880-PA
FBgn0039540	FBtr0085218	FBpp0084588	CG12879	CG12879-RA	CG12879-PA
FBgn0013745	FBtr0089438	FBpp0088453	CG31056	CG31056-RA	CG31056-PA
FBgn0086346	FBtr0085241	FBpp0084610	CG12876	CG12876-RA	CG12876-PA
FBgn0045862	FBtr0085220	FBpp0084590	CG12878	CG12878-RA	CG12878-PA
FBgn0045862	FBtr0085221	FBpp0084591	CG12878	CG12878-RB	CG12878-PB
