Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0039543	FBtr0085238	FBpp0084607	CG12428	CG12428-RA	CG12428-PA
FBgn0039543	FBtr0085237	FBpp0084606	CG12428	CG12428-RC	CG12428-PC
FBgn0039543	FBtr0085240	FBpp0084609	CG12428	CG12428-RE	CG12428-PE
FBgn0039543	FBtr0085239	FBpp0084608	CG12428	CG12428-RD	CG12428-PD
FBgn0039543	FBtr0085236	FBpp0084605	CG12428	CG12428-RB	CG12428-PB
FBgn0039544	FBtr0100446	FBpp0099868	CG12877	CG12877-RC	CG12877-PC
FBgn0039544	FBtr0085223	FBpp0084593	CG12877	CG12877-RA	CG12877-PA
FBgn0039544	FBtr0085222	FBpp0084592	CG12877	CG12877-RB	CG12877-PB
FBgn0005659	FBtr0085224	FBpp0084594	CG5583	CG5583-RA	CG5583-PA
FBgn0085382	FBtr0112563	FBpp0111475	CG34353	CG34353-RA	CG34353-PA
FBgn0039551	FBtr0085226	FBpp0084595	CG5540	CG5540-RA	CG5540-PA
FBgn0039552	FBtr0085227	FBpp0084596	CG12426	CG12426-RA	CG12426-PA
FBgn0039553	FBtr0085246	FBpp0084615	CG5017	CG5017-RA	CG5017-PA
FBgn0039554	FBtr0085272	FBpp0084641	CG5003	CG5003-RA	CG5003-PA
FBgn0039555	FBtr0085247	FBpp0084616	CG12261	CG12261-RA	CG12261-PA
FBgn0053213	FBtr0085271	FBpp0084640	CG33213	CG33213-RA	CG33213-PA
FBgn0039557	FBtr0085270	FBpp0084639	CG12259	CG12259-RA	CG12259-PA
FBgn0039558	FBtr0085269	FBpp0084638	CG4980	CG4980-RA	CG4980-PA
FBgn0003279	FBtr0085248	FBpp0084617	CG5502	CG5502-RA	CG5502-PA
FBgn0027579	FBtr0085251	FBpp0084620	CG5508	CG5508-RB	CG5508-PB
FBgn0027579	FBtr0085249	FBpp0084618	CG5508	CG5508-RA	CG5508-PA
FBgn0027579	FBtr0085250	FBpp0084619	CG5508	CG5508-RC	CG5508-PC
FBgn0051053	FBtr0085268	FBpp0084637	CG31053	CG31053-RA	CG31053-PA
FBgn0039559	FBtr0085267	FBpp0084636	CG4976	CG4976-RA	CG4976-PA
FBgn0039560	FBtr0085252	FBpp0084621	CG5514	CG5514-RA	CG5514-PA
FBgn0039560	FBtr0085253	FBpp0084622	CG5514	CG5514-RB	CG5514-PB
FBgn0039561	FBtr0085266	FBpp0084635	CG4963	CG4963-RA	CG4963-PA
FBgn0039562	FBtr0085254	FBpp0084623	CG5520	CG5520-RA	CG5520-PA
FBgn0039563	FBtr0085265	FBpp0084634	CG4951	CG4951-RA	CG4951-PA
FBgn0039563	FBtr0113298	FBpp0112210	CG4951	CG4951-RB	CG4951-PB
FBgn0039564	FBtr0085255	FBpp0084624	CG5527	CG5527-RA	CG5527-PA
FBgn0039565	FBtr0085264	FBpp0084633	CG4884	CG4884-RA	CG4884-PA
FBgn0051253	FBtr0085263	FBpp0084632	CG31253	CG31253-RA	CG31253-PA
FBgn0051054	FBtr0085256	FBpp0084625	CG31054	CG31054-RA	CG31054-PA
FBgn0051131	FBtr0085262	FBpp0084631	CG31131	CG31131-RA	CG31131-PA
FBgn0039566	FBtr0085257	FBpp0084626	CG4849	CG4849-RA	CG4849-PA
FBgn0003890	FBtr0085261	FBpp0084630	CG4869	CG4869-RA	CG4869-PA
FBgn0039568	FBtr0085260	FBpp0084629	CG4815	CG4815-RA	CG4815-PA
FBgn0085391	FBtr0112582	FBpp0111494	CG34362	CG34362-RB	CG34362-PB
FBgn0085391	FBtr0112583	FBpp0111495	CG34362	CG34362-RA	CG34362-PA
FBgn0085383	FBtr0112564	FBpp0111476	CG34354	CG34354-RA	CG34354-PA
FBgn0085465	FBtr0112737	FBpp0111649	CG34436	CG34436-RA	CG34436-PA
FBgn0085466	FBtr0112738	FBpp0111650	CG34437	CG34437-RA	CG34437-PA
FBgn0002865	FBtr0085277	FBpp0084646	CG11719	CG11719-RA	CG11719-PA
FBgn0004171	FBtr0085278	FBpp0084647	CG18396	CG18396-RA	CG18396-PA
FBgn0039576	FBtr0085279	FBpp0084648	CG17856	CG17856-RA	CG17856-PA
FBgn0039577	FBtr0085285	FBpp0084654	CG12516	CG12516-RA	CG12516-PA
FBgn0040108	FBtr0089682	FBpp0088624	CG14066	CG14066-RB	CG14066-PB
FBgn0040108	FBtr0089680	FBpp0088622	CG14066	CG14066-RA	CG14066-PA
FBgn0040108	FBtr0089681	FBpp0088623	CG14066	CG14066-RC	CG14066-PC
FBgn0039579	FBtr0085280	FBpp0084649	CG14065	CG14065-RA	CG14065-PA
FBgn0039580	FBtr0085297	FBpp0084666	CG1345	CG1345-RA	CG1345-PA
FBgn0039581	FBtr0085286	FBpp0084655	CG1866	CG1866-RA	CG1866-PA
FBgn0039581	FBtr0085287	FBpp0084656	CG1866	CG1866-RB	CG1866-PB
FBgn0039582	FBtr0085288	FBpp0084657	CG1867	CG1867-RA	CG1867-PA
FBgn0039584	FBtr0085289	FBpp0084658	CG14064	CG14064-RA	CG14064-PA
FBgn0039585	FBtr0085290	FBpp0084659	CG1894	CG1894-RA	CG1894-PA
FBgn0013813	FBtr0085291	FBpp0084660	CG1842	CG1842-RA	CG1842-PA
FBgn0051051	FBtr0085296	FBpp0084665	CG31051	CG31051-RA	CG31051-PA
FBgn0003137	FBtr0085295	FBpp0084664	CG33103	CG33103-RB	CG33103-PB
FBgn0003137	FBtr0085294	FBpp0084663	CG33103	CG33103-RA	CG33103-PA
FBgn0039588	FBtr0085293	FBpp0084662	CG12413	CG12413-RA	CG12413-PA
FBgn0000659	FBtr0085321	FBpp0084690	CG10002	CG10002-RA	CG10002-PA
FBgn0026400	FBtr0085320	FBpp0084689	CG10009	CG10009-RA	CG10009-PA
FBgn0001215	FBtr0085302	FBpp0084671	CG9983	CG9983-RD	CG9983-PD
FBgn0001215	FBtr0085298	FBpp0084667	CG9983	CG9983-RA	CG9983-PA
FBgn0001215	FBtr0085303	FBpp0084672	CG9983	CG9983-RF	CG9983-PF
FBgn0001215	FBtr0085299	FBpp0084668	CG9983	CG9983-RE	CG9983-PE
FBgn0001215	FBtr0085301	FBpp0084670	CG9983	CG9983-RC	CG9983-PC
FBgn0001215	FBtr0085300	FBpp0084669	CG9983	CG9983-RB	CG9983-PB
FBgn0039589	FBtr0085304	FBpp0084673	CG9986	CG9986-RA	CG9986-PA
FBgn0039590	FBtr0085319	FBpp0084688	CG10011	CG10011-RA	CG10011-PA
FBgn0039591	FBtr0085305	FBpp0084674	CG9988	CG9988-RA	CG9988-PA
FBgn0039592	FBtr0100373	FBpp0084687	CG14062	CG14062-RB	CG14062-PB
FBgn0051050	FBtr0085317	FBpp0084686	CG31050	CG31050-RA	CG31050-PA
FBgn0053346	FBtr0085306	FBpp0084675	CG33346	CG33346-RA	CG33346-PA
FBgn0039593	FBtr0085307	FBpp0084676	CG9989	CG9989-RA	CG9989-PA
FBgn0039594	FBtr0085309	FBpp0084678	CG9990	CG9990-RB	CG9990-PB
FBgn0039594	FBtr0085308	FBpp0084677	CG9990	CG9990-RA	CG9990-PA
FBgn0027655	FBtr0085310	FBpp0084679	CG9995	CG9995-RA	CG9995-PA
FBgn0039595	FBtr0085316	FBpp0084685	CG10001	CG10001-RA	CG10001-PA
FBgn0039596	FBtr0085315	FBpp0084684	CG10000	CG10000-RA	CG10000-PA
FBgn0039597	FBtr0085314	FBpp0084683	CG9997	CG9997-RA	CG9997-PA
FBgn0039598	FBtr0085313	FBpp0084682	CG14061	CG14061-RA	CG14061-PA
FBgn0085324	FBtr0112491	FBpp0111404	CG34295	CG34295-RA	CG34295-PA
FBgn0039599	FBtr0085311	FBpp0084680	CG12558	CG12558-RA	CG12558-PA
FBgn0040619	FBtr0085312	FBpp0084681	CG14531	CG14531-RA	CG14531-PA
FBgn0005642	FBtr0085356	FBpp0084725	CG1454	CG1454-RA	CG1454-PA
FBgn0039600	FBtr0113299	FBpp0112211	CG1646	CG1646-RE	CG1646-PE
FBgn0039600	FBtr0085325	FBpp0084694	CG1646	CG1646-RC	CG1646-PC
FBgn0039600	FBtr0085322	FBpp0084691	CG1646	CG1646-RB	CG1646-PB
FBgn0039600	FBtr0113301	FBpp0112213	CG1646	CG1646-RH	CG1646-PH
FBgn0039600	FBtr0113302	FBpp0112214	CG1646	CG1646-RG	CG1646-PG
FBgn0039600	FBtr0113300	FBpp0112212	CG1646	CG1646-RF	CG1646-PF
FBgn0039600	FBtr0085323	FBpp0084692	CG1646	CG1646-RA	CG1646-PA
FBgn0039600	FBtr0085324	FBpp0084693	CG1646	CG1646-RD	CG1646-PD
FBgn0039601	FBtr0085355	FBpp0084724	CG1523	CG1523-RA	CG1523-PA
FBgn0039602	FBtr0085326	FBpp0084695	CG1647	CG1647-RA	CG1647-PA
FBgn0024273	FBtr0085353	FBpp0084722	CG1520	CG1520-RB	CG1520-PB
FBgn0024273	FBtr0085352	FBpp0084721	CG1520	CG1520-RA	CG1520-PA
FBgn0024273	FBtr0085354	FBpp0084723	CG1520	CG1520-RC	CG1520-PC
FBgn0015589	FBtr0085351	FBpp0084720	CG1451	CG1451-RA	CG1451-PA
FBgn0051048	FBtr0085327	FBpp0084696	CG31048	CG31048-RA	CG31048-PA
FBgn0028373	FBtr0085350	FBpp0084719	CG1448	CG1448-RA	CG1448-PA
FBgn0053203	FBtr0114574	FBpp0113066	CG33203	CG33203-RB	CG33203-PB
FBgn0053203	FBtr0085348	FBpp0084717	CG33203	CG33203-RC	CG33203-PC
FBgn0039609	FBtr0085328	FBpp0084697	CG14529	CG14529-RA	CG14529-PA
FBgn0039611	FBtr0085329	FBpp0084698	CG14528	CG14528-RA	CG14528-PA
FBgn0039612	FBtr0085349	FBpp0084718	CG14523	CG14523-RA	CG14523-PA
FBgn0039613	FBtr0085330	FBpp0084699	CG14527	CG14527-RA	CG14527-PA
FBgn0027578	FBtr0085331	FBpp0084700	CG14526	CG14526-RA	CG14526-PA
FBgn0053553	FBtr0110913	FBpp0110213	CG33553	CG33553-RG	CG33553-PG
FBgn0053553	FBtr0110912	FBpp0110212	CG33553	CG33553-RF	CG33553-PF
FBgn0053553	FBtr0091524	FBpp0084704	CG33553	CG33553-RD	CG33553-PD
FBgn0053553	FBtr0091527	FBpp0099604	CG33553	CG33553-RE	CG33553-PE
FBgn0053553	FBtr0091526	FBpp0084703	CG33553	CG33553-RC	CG33553-PC
FBgn0053553	FBtr0110914	FBpp0110214	CG33553	CG33553-RH	CG33553-PH
FBgn0053553	FBtr0113466	FBpp0112377	CG33553	CG33553-RI	CG33553-PI
FBgn0053553	FBtr0091525	FBpp0084701	CG33553	CG33553-RA	CG33553-PA
FBgn0053553	FBtr0091523	FBpp0084702	CG33553	CG33553-RB	CG33553-PB
FBgn0053204	FBtr0089470	FBpp0088477	CG33204	CG33204-RA	CG33204-PA
FBgn0039616	FBtr0085338	FBpp0084707	CG11828	CG11828-RA	CG11828-PA
FBgn0039617	FBtr0085347	FBpp0084716	CG14521	CG14521-RA	CG14521-PA
FBgn0039619	FBtr0085340	FBpp0084709	CG14519	CG14519-RA	CG14519-PA
FBgn0039620	FBtr0085345	FBpp0084714	CG1443	CG1443-RA	CG1443-PA
FBgn0039621	FBtr0085341	FBpp0084710	CG14518	CG14518-RA	CG14518-PA
FBgn0039622	FBtr0085344	FBpp0084713	CG1442	CG1442-RA	CG1442-PA
FBgn0039623	FBtr0085342	FBpp0084711	CG1951	CG1951-RA	CG1951-PA
FBgn0041780	FBtr0085343	FBpp0084712	CG11833	CG11833-RA	CG11833-PA
FBgn0039625	FBtr0085419	FBpp0084788	CG14517	CG14517-RA	CG14517-PA
FBgn0027873	FBtr0085358	FBpp0084727	CG1957	CG1957-RB	CG1957-PB
FBgn0027873	FBtr0085357	FBpp0084726	CG1957	CG1957-RA	CG1957-PA
FBgn0039626	FBtr0085418	FBpp0084787	CG1420	CG1420-RA	CG1420-PA
FBgn0003093	FBtr0085359	FBpp0084728	CG1954	CG1954-RA	CG1954-PA
FBgn0039627	FBtr0085360	FBpp0084729	CG11837	CG11837-RA	CG11837-PA
FBgn0039628	FBtr0085361	FBpp0084730	CG11841	CG11841-RA	CG11841-PA
FBgn0039629	FBtr0085362	FBpp0084731	CG11842	CG11842-RA	CG11842-PA
FBgn0039630	FBtr0085363	FBpp0084732	CG11843	CG11843-RA	CG11843-PA
FBgn0039631	FBtr0085364	FBpp0084733	CG11305	CG11305-RA	CG11305-PA
FBgn0039632	FBtr0085417	FBpp0084786	CG1401	CG1401-RA	CG1401-PA
FBgn0039633	FBtr0085365	FBpp0084734	CG11873	CG11873-RA	CG11873-PA
FBgn0039634	FBtr0085416	FBpp0084785	CG11874	CG11874-RA	CG11874-PA
FBgn0039635	FBtr0085368	FBpp0084737	CG11876	CG11876-RB	CG11876-PB
FBgn0039635	FBtr0085367	FBpp0084736	CG11876	CG11876-RC	CG11876-PC
FBgn0039635	FBtr0085369	FBpp0084738	CG11876	CG11876-RD	CG11876-PD
FBgn0039635	FBtr0085366	FBpp0084735	CG11876	CG11876-RA	CG11876-PA
FBgn0039636	FBtr0085370	FBpp0084739	CG11877	CG11877-RA	CG11877-PA
FBgn0005596	FBtr0085415	FBpp0084784	CG14513	CG14513-RA	CG14513-PA
FBgn0039637	FBtr0085373	FBpp0084742	CG11880	CG11880-RC	CG11880-PC
FBgn0039637	FBtr0085372	FBpp0084741	CG11880	CG11880-RB	CG11880-PB
FBgn0039637	FBtr0085371	FBpp0084740	CG11880	CG11880-RA	CG11880-PA
FBgn0039638	FBtr0085414	FBpp0084783	CG11881	CG11881-RA	CG11881-PA
FBgn0028671	FBtr0085379	FBpp0084748	CG1709	CG1709-RA	CG1709-PA
FBgn0028671	FBtr0085375	FBpp0084744	CG1709	CG1709-RB	CG1709-PB
FBgn0028671	FBtr0085377	FBpp0084746	CG1709	CG1709-RG	CG1709-PG
FBgn0028671	FBtr0085374	FBpp0084743	CG1709	CG1709-RC	CG1709-PC
FBgn0028671	FBtr0085378	FBpp0084747	CG1709	CG1709-RH	CG1709-PH
FBgn0028671	FBtr0085381	FBpp0084750	CG1709	CG1709-RE	CG1709-PE
FBgn0028671	FBtr0085380	FBpp0084749	CG1709	CG1709-RD	CG1709-PD
FBgn0028671	FBtr0085376	FBpp0084745	CG1709	CG1709-RF	CG1709-PF
FBgn0039639	FBtr0085413	FBpp0084782	CG14512	CG14512-RA	CG14512-PA
FBgn0039640	FBtr0085382	FBpp0084751	CG14516	CG14516-RB	CG14516-PB
FBgn0039640	FBtr0085383	FBpp0084752	CG14516	CG14516-RA	CG14516-PA
FBgn0039641	FBtr0085412	FBpp0084781	CG14511	CG14511-RA	CG14511-PA
FBgn0039642	FBtr0085411	FBpp0084780	CG11882	CG11882-RA	CG11882-PA
FBgn0014869	FBtr0100482	FBpp0099919	CG1721	CG1721-RB	CG1721-PB
FBgn0014869	FBtr0100483	FBpp0099920	CG1721	CG1721-RC	CG1721-PC
FBgn0014869	FBtr0085384	FBpp0084753	CG1721	CG1721-RA	CG1721-PA
FBgn0041588	FBtr0085410	FBpp0084779	CG31426	CG31426-RA	CG31426-PA
FBgn0041186	FBtr0085409	FBpp0084778	CG11886	CG11886-RA	CG11886-PA
FBgn0028692	FBtr0085385	FBpp0084754	CG11888	CG11888-RA	CG11888-PA
FBgn0039644	FBtr0085387	FBpp0084756	CG11897	CG11897-RB	CG11897-PB
FBgn0039644	FBtr0085386	FBpp0084755	CG11897	CG11897-RA	CG11897-PA
FBgn0039645	FBtr0085388	FBpp0084757	CG11898	CG11898-RA	CG11898-PA
FBgn0039647	FBtr0113303	FBpp0112215	CG14509	CG14509-RB	CG14509-PB
FBgn0039647	FBtr0113304	FBpp0112216	CG14509	CG14509-RC	CG14509-PC
FBgn0039648	FBtr0085389	FBpp0084758	CG14515	CG14515-RA	CG14515-PA
FBgn0014427	FBtr0085390	FBpp0084759	CG11899	CG11899-RA	CG11899-PA
FBgn0039650	FBtr0085407	FBpp0084776	CG11900	CG11900-RA	CG11900-PA
FBgn0039651	FBtr0085406	FBpp0084775	CG14508	CG14508-RA	CG14508-PA
FBgn0051044	FBtr0085391	FBpp0084760	CG31044	CG31044-RA	CG31044-PA
FBgn0029176	FBtr0085392	FBpp0084761	CG11901	CG11901-RB	CG11901-PB
FBgn0029176	FBtr0085393	FBpp0084762	CG11901	CG11901-RA	CG11901-PA
FBgn0062442	FBtr0085405	FBpp0084774	CG1458	CG1458-RA	CG1458-PA
FBgn0039654	FBtr0085394	FBpp0084763	CG14514	CG14514-RA	CG14514-PA
FBgn0039655	FBtr0113305	FBpp0112217	CG14507	CG14507-RC	CG14507-PC
FBgn0028476	FBtr0085395	FBpp0084764	CG15817	CG15817-RB	CG15817-PB
FBgn0028476	FBtr0085396	FBpp0084765	CG15817	CG15817-RA	CG15817-PA
FBgn0039656	FBtr0085403	FBpp0084772	CG11951	CG11951-RA	CG11951-PA
FBgn0051427	FBtr0113407	FBpp0112319	CG31427	CG31427-RC	CG31427-PC
FBgn0051427	FBtr0113406	FBpp0112318	CG31427	CG31427-RB	CG31427-PB
FBgn0051445	FBtr0085401	FBpp0084770	CG31445	CG31445-RA	CG31445-PA
FBgn0040282	FBtr0085400	FBpp0084769	CG11956	CG11956-RC	CG11956-PC
FBgn0040282	FBtr0085398	FBpp0084767	CG11956	CG11956-RA	CG11956-PA
FBgn0040282	FBtr0085399	FBpp0084768	CG11956	CG11956-RB	CG11956-PB
FBgn0003525	FBtr0085397	FBpp0084766	CG1395	CG1395-RA	CG1395-PA
FBgn0039659	FBtr0085439	FBpp0084805	CG14506	CG14506-RA	CG14506-PA
FBgn0015622	FBtr0110909	FBpp0110209	CG11958	CG11958-RD	CG11958-PD
FBgn0015622	FBtr0085438	FBpp0084804	CG11958	CG11958-RB	CG11958-PB
FBgn0015622	FBtr0110908	FBpp0110208	CG11958	CG11958-RC	CG11958-PC
FBgn0015622	FBtr0085437	FBpp0084803	CG11958	CG11958-RA	CG11958-PA
FBgn0004369	FBtr0100523	FBpp0099964	CG11516	CG11516-RD	CG11516-PD
FBgn0004369	FBtr0085423	FBpp0084792	CG11516	CG11516-RB	CG11516-PB
FBgn0004369	FBtr0085424	FBpp0089274	CG11516	CG11516-RC	CG11516-PC
FBgn0004369	FBtr0085422	FBpp0084791	CG11516	CG11516-RA	CG11516-PA
FBgn0004369	FBtr0110981	FBpp0110280	CG11516	CG11516-RE	CG11516-PE
FBgn0039663	FBtr0085436	FBpp0084802	CG2321	CG2321-RA	CG2321-PA
FBgn0039664	FBtr0085425	FBpp0084793	CG2006	CG2006-RA	CG2006-PA
FBgn0040623	FBtr0085435	FBpp0084801	CG11500	CG11500-RA	CG11500-PA
FBgn0039665	FBtr0085434	FBpp0084800	CG2310	CG2310-RB	CG2310-PB
FBgn0039665	FBtr0085433	FBpp0084799	CG2310	CG2310-RA	CG2310-PA
FBgn0039666	FBtr0085426	FBpp0084794	CG11501	CG11501-RA	CG11501-PA
FBgn0039667	FBtr0085428	FBpp0084796	CG2010	CG2010-RA	CG2010-PA
FBgn0039667	FBtr0085427	FBpp0084795	CG2010	CG2010-RB	CG2010-PB
FBgn0039668	FBtr0085431	FBpp0089378	CG2304	CG2304-RC	CG2304-PC
FBgn0039668	FBtr0085430	FBpp0084798	CG2304	CG2304-RB	CG2304-PB
FBgn0039668	FBtr0085432	FBpp0089379	CG2304	CG2304-RD	CG2304-PD
FBgn0039668	FBtr0085429	FBpp0084797	CG2304	CG2304-RA	CG2304-PA
FBgn0039669	FBtr0085440	FBpp0084806	CG2014	CG2014-RA	CG2014-PA
FBgn0000492	FBtr0085441	FBpp0084807	CG1897	CG1897-RA	CG1897-PA
FBgn0039670	FBtr0085472	FBpp0084838	CG7567	CG7567-RA	CG7567-PA
FBgn0039671	FBtr0085471	FBpp0084837	CG11470	CG11470-RA	CG11470-PA
FBgn0051041	FBtr0085470	FBpp0084836	CG31041	CG31041-RA	CG31041-PA
FBgn0086361	FBtr0085446	FBpp0084812	CG1906	CG1906-RC	CG1906-PC
FBgn0086361	FBtr0085442	FBpp0084808	CG1906	CG1906-RA	CG1906-PA
FBgn0086361	FBtr0085444	FBpp0084810	CG1906	CG1906-RE	CG1906-PE
FBgn0086361	FBtr0085443	FBpp0084809	CG1906	CG1906-RB	CG1906-PB
FBgn0086361	FBtr0085445	FBpp0084811	CG1906	CG1906-RD	CG1906-PD
FBgn0039673	FBtr0113306	FBpp0112218	CG7568	CG7568-RB	CG7568-PB
FBgn0039674	FBtr0085447	FBpp0084813	CG1907	CG1907-RA	CG1907-PA
FBgn0015129	FBtr0085467	FBpp0084833	CG18741	CG18741-RA	CG18741-PA
FBgn0015129	FBtr0085468	FBpp0084834	CG18741	CG18741-RB	CG18741-PB
FBgn0039675	FBtr0085448	FBpp0084814	CG12048	CG12048-RA	CG12048-PA
FBgn0039676	FBtr0085466	FBpp0084832	CG7577	CG7577-RA	CG7577-PA
FBgn0039677	FBtr0085449	FBpp0084815	CG18110	CG18110-RA	CG18110-PA
FBgn0039678	FBtr0085450	FBpp0084816	CG18111	CG18111-RA	CG18111-PA
FBgn0039679	FBtr0085451	FBpp0084817	CG18287	CG18287-RA	CG18287-PA
FBgn0025457	FBtr0085465	FBpp0084831	CG7581	CG7581-RA	CG7581-PA
FBgn0039680	FBtr0085452	FBpp0084818	CG1911	CG1911-RA	CG1911-PA
FBgn0039681	FBtr0085464	FBpp0084830	CG7582	CG7582-RA	CG7582-PA
FBgn0013972	FBtr0085453	FBpp0084819	CG1912	CG1912-RA	CG1912-PA
FBgn0039682	FBtr0085463	FBpp0084829	CG7584	CG7584-RA	CG7584-PA
FBgn0039683	FBtr0085454	FBpp0084820	CG15504	CG15504-RA	CG15504-PA
FBgn0039684	FBtr0085455	FBpp0084821	CG15505	CG15505-RA	CG15505-PA
FBgn0024381	FBtr0089608	FBpp0088975	CG33495	CG33495-RA	CG33495-PA
FBgn0039685	FBtr0085462	FBpp0084828	CG7592	CG7592-RA	CG7592-PA
FBgn0039686	FBtr0085456	FBpp0084822	CG15506	CG15506-RA	CG15506-PA
FBgn0039686	FBtr0085457	FBpp0084823	CG15506	CG15506-RB	CG15506-PB
FBgn0085325	FBtr0112492	FBpp0111405	CG34296	CG34296-RA	CG34296-PA
FBgn0024841	FBtr0085458	FBpp0084824	CG1963	CG1963-RA	CG1963-PA
FBgn0039687	FBtr0085461	FBpp0084827	CG7593	CG7593-RA	CG7593-PA
FBgn0042213	FBtr0085459	FBpp0084825	CG18731	CG18731-RA	CG18731-PA
FBgn0039688	FBtr0085460	FBpp0084826	CG1964	CG1964-RA	CG1964-PA
FBgn0027583	FBtr0085544	FBpp0084910	CG7601	CG7601-RA	CG7601-PA
FBgn0039689	FBtr0085473	FBpp0084839	CG7598	CG7598-RA	CG7598-PA
FBgn0039690	FBtr0085475	FBpp0084841	CG1969	CG1969-RA	CG1969-PA
FBgn0039690	FBtr0085474	FBpp0084840	CG1969	CG1969-RB	CG1969-PB
FBgn0027518	FBtr0085543	FBpp0084909	CG7609	CG7609-RB	CG7609-PB
FBgn0027518	FBtr0085542	FBpp0084908	CG7609	CG7609-RA	CG7609-PA
FBgn0039691	FBtr0085476	FBpp0084842	CG1972	CG1972-RA	CG1972-PA
FBgn0020235	FBtr0085541	FBpp0084907	CG7610	CG7610-RC	CG7610-PC
FBgn0020235	FBtr0085540	FBpp0084906	CG7610	CG7610-RB	CG7610-PB
FBgn0020235	FBtr0085539	FBpp0084905	CG7610	CG7610-RA	CG7610-PA
FBgn0039692	FBtr0085477	FBpp0084843	CG1973	CG1973-RA	CG1973-PA
FBgn0001297	FBtr0099988	FBpp0099941	CG33956	CG33956-RD	CG33956-PD
FBgn0001297	FBtr0099991	FBpp0099942	CG33956	CG33956-RE	CG33956-PE
FBgn0001297	FBtr0099989	FBpp0084844	CG33956	CG33956-RA	CG33956-PA
FBgn0001297	FBtr0099990	FBpp0084846	CG33956	CG33956-RB	CG33956-PB
FBgn0039694	FBtr0085538	FBpp0084904	CG7615	CG7615-RA	CG7615-PA
FBgn0039695	FBtr0085481	FBpp0084847	CG12068	CG12068-RA	CG12068-PA
FBgn0039696	FBtr0085537	FBpp0084903	CG7837	CG7837-RA	CG7837-PA
FBgn0019972	FBtr0085482	FBpp0084848	CG7788	CG7788-RA	CG7788-PA
FBgn0039697	FBtr0085535	FBpp0084901	CG7834	CG7834-RA	CG7834-PA
FBgn0039697	FBtr0085536	FBpp0084902	CG7834	CG7834-RB	CG7834-PB
FBgn0039698	FBtr0085483	FBpp0084849	CG7789	CG7789-RA	CG7789-PA
FBgn0002924	FBtr0085534	FBpp0084900	CG7831	CG7831-RA	CG7831-PA
FBgn0000247	FBtr0085484	FBpp0084850	CG31037	CG31037-RA	CG31037-PA
FBgn0039702	FBtr0085533	FBpp0084899	CG18112	CG18112-RA	CG18112-PA
FBgn0039703	FBtr0085531	FBpp0084897	CG7829	CG7829-RA	CG7829-PA
FBgn0039703	FBtr0085532	FBpp0084898	CG7829	CG7829-RB	CG7829-PB
FBgn0039704	FBtr0085486	FBpp0084852	CG7802	CG7802-RB	CG7802-PB
FBgn0039704	FBtr0085485	FBpp0084851	CG7802	CG7802-RA	CG7802-PA
FBgn0039705	FBtr0085530	FBpp0084896	CG31033	CG31033-RB	CG31033-PB
FBgn0039705	FBtr0085529	FBpp0084895	CG31033	CG31033-RA	CG31033-PA
FBgn0039705	FBtr0085528	FBpp0084894	CG31033	CG31033-RC	CG31033-PC
FBgn0039707	FBtr0085487	FBpp0084853	CG15510	CG15510-RA	CG15510-PA
FBgn0039709	FBtr0085488	FBpp0084854	CG31009	CG31009-RA	CG31009-PA
FBgn0039710	FBtr0085527	FBpp0084893	CG18041	CG18041-RA	CG18041-PA
FBgn0039711	FBtr0089927	FBpp0088866	CG7824	CG7824-RA	CG7824-PA
FBgn0039711	FBtr0089926	FBpp0088865	CG7824	CG7824-RB	CG7824-PB
FBgn0039712	FBtr0085523	FBpp0084889	CG15514	CG15514-RA	CG15514-PA
FBgn0039713	FBtr0085489	FBpp0099686	CG7808	CG7808-RC	CG7808-PC
FBgn0039714	FBtr0089925	FBpp0088864	CG7816	CG7816-RF	CG7816-PF
FBgn0039714	FBtr0089924	FBpp0088863	CG7816	CG7816-RG	CG7816-PG
FBgn0039714	FBtr0089922	FBpp0088861	CG7816	CG7816-RD	CG7816-PD
FBgn0039714	FBtr0089920	FBpp0088859	CG7816	CG7816-RC	CG7816-PC
FBgn0039714	FBtr0089923	FBpp0088862	CG7816	CG7816-RA	CG7816-PA
FBgn0039714	FBtr0089921	FBpp0088860	CG7816	CG7816-RE	CG7816-PE
FBgn0083969	FBtr0110887	FBpp0110187	CG34133	CG34133-RA	CG34133-PA
FBgn0083969	FBtr0110888	FBpp0110188	CG34133	CG34133-RB	CG34133-PB
FBgn0051038	FBtr0085495	FBpp0084861	CG31038	CG31038-RB	CG31038-PB
FBgn0051038	FBtr0085498	FBpp0084864	CG31038	CG31038-RE	CG31038-PE
FBgn0051038	FBtr0085496	FBpp0084862	CG31038	CG31038-RD	CG31038-PD
FBgn0051038	FBtr0085499	FBpp0084865	CG31038	CG31038-RF	CG31038-PF
FBgn0051038	FBtr0085497	FBpp0084863	CG31038	CG31038-RC	CG31038-PC
FBgn0051038	FBtr0085494	FBpp0084860	CG31038	CG31038-RA	CG31038-PA
FBgn0039718	FBtr0085515	FBpp0084881	CG15517	CG15517-RA	CG15517-PA
FBgn0039719	FBtr0085500	FBpp0084866	CG15515	CG15515-RA	CG15515-PA
FBgn0051036	FBtr0114571	FBpp0113063	CG31036	CG31036-RB	CG31036-PB
